School ID,School Short Name,School Name,Street Address_x,City_x,State_x,ZIP,Website_x,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,Growth Overall Level,Growth EXPLORE,Growth PLAN,Growth ACT,Growth All Grades,Student Performance Level,Over Time EXPLORE 2010,Over Time PLAN 2011,Over Time ACT 2012,Average Score EXPLORE 2012,Average Score PLAN 2012,Average Score ACT 2012,5-Year Cohort Graduation Rate 2011 - Percent,5-Year Cohort Graduation Rate 2012 - Percent,One-Year Dropout Rate 2011 - Percent,One-Year Dropout Rate 2012 - Percent,Freshman On-Track to Graduate 2011 - Percent,Freshman On-Track to Graduate 2012 - Percent,College Eligibility 2011 - Percent,College Eligibility 2012 - Percent,College Enrollment 2011 - Percent,College Enrollment 2012 - Percent,College Retention 2009 - Percent,College Retention 2010 - Percent,Overall Foundation,Involved Families,Supportive Environment_x,Ambitious Instruction_x,Effective Leaders_x,Collaborative Teachers_x,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award_x,Blue Ribbon Award Year,X Coordinate_x,Y Coordinate_x,Longitude_x,Latitude_x,Location_x,Name of School,Street Address_y,City_y,State_y,ZIP Code,Phone Number,Website_y,Blue Ribbon Award_y,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment_y,Ambitious Instruction_y,Effective Leaders_y,Collaborative Teachers_y,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate_y,Y Coordinate_y,Longitude_y,Latitude_y,Location_y
609756,Curie HS,Marie Sklodowska Curie Metropolitan High School,4959 S Archer Ave,Chicago,IL,60632,http://www.curiehs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 3,Yes,4,Far Above Average,69.2,63.2,,66.5,Below Average,14.26,14.98,17.3,14.21,15.24,17.3,76.1,76.8,3.2,2.9,61.0,65.2,22.9,25.1,61.3,62.0,81.5,78.4,Not Yet Organized,Weak,Weak,Neutral,Very Weak,Weak,Neutral,42.3,35.9,2.7,2.8,85.0,83.1,95.0,95.2,No,,,1150928.132,1871413.203,-87.72200673,41.80304615,"(-87.72200673, 41.80304615)",Marie Sklodowska Curie Metropolitan High School,4959 S Archer Ave,Chicago,IL,60632,(773) 535-2100,http://www.curiehs.org/,,LEVEL 2,ON PROBATION,5.0,NOT YET ORGANIZED,69.5,61.5,WEAK,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,59.0,8.0,66.0,31.0,33.0,34.0,26.0,15.4,16.2,14.2,15.2,17.3,72.9,65.2,68.8,70.6,78.5,76.8,58.8,61.4,81.1,78.5,12.7,28.1,31.9,35.9,2.1,2.8,87.9,83.1,94.2,95.2,,0.8,2.9,1150928.132,1871413.203,41.80304615,-87.72200673,"(-87.72200673, 41.80304615)"
609712,Hirsch HS,Emil G Hirsch Metropolitan High School,7740 S Ingleside Ave,Chicago,IL,60619,http://www.hirschmetro.org,South Side High School Network,South Side High School Network,Track E,Level 3,Yes,5,Far Below Average,41.9,39.1,45.6,42.5,Far Below Average,11.47,12.29,13.5,12.71,13.0,13.5,36.2,45.8,7.4,11.2,69.5,71.6,10.8,6.5,45.1,55.1,56.1,61.1,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,33.8,23.3,3.9,4.1,84.8,80.7,95.4,93.9,No,,,1183865.127,1853710.216,-87.60176452,41.7537612,"(-87.60176452, 41.7537612)",Emil G Hirsch Metropolitan High School,7740 S Ingleside Ave,Chicago,IL,60619,(773) 535-3100,http://www.hirsch.cps.k12.il.us,,LEVEL 3,ON PROBATION,6.0,NOT YET ORGANIZED,86.0,65.2,WEAK,WEAK,WEAK,VERY WEAK,VERY WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,0.0,42.0,3.0,1.0,4.0,5.0,11.6,12.7,11.2,13.0,13.7,56.9,71.6,36.7,48.5,52.5,45.8,46.7,55.6,52.2,63.0,94.0,61.3,48.6,23.3,3.4,4.1,65.7,80.7,91.9,93.9,,19.8,11.2,1183865.127,1853710.216,41.7537612,-87.60176452,"(-87.60176452, 41.7537612)"
609682,Richards HS,Ellen H Richards Career Academy High School,5009 S Laflin St,Chicago,IL,60609,http://www.richardscareeracademy.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 2,Yes,17,Average,62.5,55.9,53.6,57.3,Far Below Average,11.99,12.89,14.8,12.53,14.15,14.8,57.3,64.8,1.5,0.4,63.5,80.0,5.5,8.8,43.1,52.1,48.6,64.8,Not Yet Organized,Very Weak,Neutral,Weak,Very Weak,Weak,Weak,12.4,36.5,4.0,6.0,90.6,85.8,95.7,95.3,Pending,,,1167224.006,1871465.305,-87.66224052,41.80285552,"(-87.66224052, 41.80285552)",Ellen H Richards Career Academy High School,5009 S Laflin St,Chicago,IL,60609,(773) 535-4945,http://www.cps.edu,,LEVEL 3,ON PROBATION,18.0,NOT YET ORGANIZED,61.1,89.2,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,68.0,0.0,79.0,8.0,8.0,8.0,8.0,13.2,13.5,12.6,14.2,14.6,74.0,80.0,62.0,60.1,69.0,64.8,41.4,51.6,64.3,69.1,64.7,18.7,53.5,36.5,3.4,6.0,79.1,85.8,93.9,95.3,,6.8,0.4,1167224.006,1871465.305,41.80285552,-87.66224052,"(-87.66224052, 41.80285552)"
610385,Multicultural Acad Scholarship,Multicultural Academy of Scholarship,3120 S Kostner Ave,Chicago,IL,60623,http://www.lvlhs.org,West Side High School Network,West Side High School Network,Track E,Level 2,No,0,Average,,57.3,52.1,54.8,Below Average,13.31,14.2,16.5,,14.54,16.5,58.0,57.5,5.8,4.5,78.7,94.6,21.1,21.9,58.5,50.0,51.6,71.1,Organized,Strong,Neutral,Neutral,Neutral,Strong,Neutral,38.5,57.7,3.2,2.4,89.2,91.9,96.7,95.7,No,,,1147521.302,1883405.128,-87.73419465,41.83601953,"(-87.73419465, 41.83601953)",Multicultural Academy of Scholarship,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4242,http://www.lvlhs.org/,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,88.8,73.7,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,16.0,9.0,4.0,8.0,14.0,12.5,13.6,13.2,14.5,15.9,93.7,94.6,54.3,59.5,66.3,57.5,45.3,48.8,42.3,71.1,34.5,18.3,32.2,57.7,2.3,2.4,91.0,91.9,94.9,95.7,,1.7,4.5,1147521.302,1883405.128,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
609761,Corliss HS,George H Corliss High School,821 E 103rd St,Chicago,IL,60628,http://www.newcorlisshs.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 3,Yes,11,Average,36.8,63.1,56.4,52.8,Far Below Average,11.94,12.91,14.7,12.36,12.95,14.7,42.8,45.5,14.1,7.1,76.2,60.0,10.6,11.9,44.0,50.0,58.9,64.2,Partially Organized,Neutral,Weak,Neutral,Neutral,Neutral,Weak,48.6,68.6,4.8,5.3,71.3,73.6,95.2,95.2,No,,,1183649.971,1836810.314,-87.60307842,41.70739096,"(-87.60307842, 41.70739096)",George H Corliss High School,821 E 103rd St,Chicago,IL,60628,(773) 535-5115,http://www.corliss.cps.k12.il.us,,LEVEL 3,ON PROBATION,12.0,MODERATELY ORGANIZED,83.1,90.2,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,41.0,1.0,99.0,5.0,6.0,6.0,5.0,13.1,13.3,11.3,13.0,13.9,73.2,60.0,41.4,48.5,53.3,45.5,38.7,45.3,45.6,61.4,88.7,51.5,78.5,68.6,2.6,5.3,78.1,73.6,94.7,95.2,,2.1,7.1,1183649.971,1836810.314,41.70739096,-87.60307842,"(-87.60307842, 41.70739096)"
610499,Collins HS,Collins Academy High School,1313 S Sacramento Dr,Chicago,IL,60623,http://www.collinsacademyhs.org,AUSL Schools,West Side High School Network,Standard,Level 3,Yes,1,Below Average,41.6,51.6,54.3,49.4,Far Below Average,12.71,14.1,15.5,13.07,13.83,15.5,,70.5,2.9,2.3,70.4,62.9,20.5,14.5,,67.9,,,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Neutral,96.2,96.5,2.5,3.6,91.4,90.1,96.6,96.0,No,,,1156217.24,1893722.861,-87.70200761,41.86416169,"(-87.70200761, 41.86416169)",Collins Academy High School,1313 S Sacramento Dr,Chicago,IL,60623,(773) 534-1840,http://collinsahs.cps.k12.il.us/,,LEVEL 3,ON PROBATION,2.0,PARTIALLY ORGANIZED,57.0,91.2,WEAK,NEUTRAL,STRONG,VERY WEAK,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,76.0,1.0,58.0,10.0,23.0,10.0,6.0,15.1,14.0,12.5,13.8,14.1,56.7,62.9,56.5,69.6,74.1,70.5,58.8,66.7,65.6,,123.4,79.9,54.6,96.5,3.2,3.6,78.6,90.1,95.4,96.0,,3.2,2.3,1156217.24,1893722.861,41.86416169,-87.70200761,"(-87.70200761, 41.86416169)"
609728,Roosevelt HS,Theodore Roosevelt High School,3436 W Wilson Ave,Chicago,IL,60625,http://www.rhsroughriders.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 3,Yes,9,Far Below Average,29.2,46.9,44.5,39.3,Far Below Average,13.27,14.14,15.2,13.64,15.19,15.2,59.4,54.2,10.9,7.5,61.2,61.3,13.7,18.5,42.9,46.6,73.0,74.6,Partially Organized,Weak,Neutral,Neutral,Weak,Neutral,Neutral,91.5,93.6,2.1,3.1,82.3,85.2,96.1,95.8,No,,,1152459.778,1930390.229,-87.71483051,41.96485522,"(-87.71483051, 41.96485522)",Theodore Roosevelt High School,3436 W Wilson Ave,Chicago,IL,60625,(773) 534-5000,http://www.rhsroughriders.org/,,LEVEL 2,ON PROBATION,10.0,PARTIALLY ORGANIZED,57.8,62.8,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,83.0,20.0,42.0,18.0,24.0,18.0,15.0,14.7,14.8,13.8,15.2,15.6,69.3,61.3,41.7,51.4,58.6,54.2,47.5,44.9,62.5,75.4,23.0,27.3,86.2,93.6,2.2,3.1,85.7,85.0,94.9,95.8,,1.2,7.5,1152459.778,1930390.229,41.96485522,-87.71483051,"(-87.71483051, 41.96485522)"
609722,Manley HS,Manley Career Academy High School,2935 W Polk St,Chicago,IL,60612,http://www.manleyhighschool.org,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,17,Above Average,57.8,54.3,66.2,60.3,Far Below Average,12.58,12.97,14.7,12.29,13.6,14.7,49.0,50.6,10.7,14.0,59.3,49.5,6.7,8.1,51.9,53.0,43.2,62.5,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,29.0,67.0,2.4,2.9,66.8,71.6,95.4,94.7,No,,,1156776.858,1896186.78,-87.69988652,41.87091163,"(-87.69988652, 41.87091163)",Manley Career Academy High School,2935 W Polk St,Chicago,IL,60612,(773) 534-6900,http://www.cps.edu,,LEVEL 2,ON PROBATION,18.0,PARTIALLY ORGANIZED,97.8,97.3,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,2.0,5.0,5.0,6.0,5.0,13.0,13.2,11.9,13.6,14.1,91.8,49.5,39.7,40.9,47.0,50.6,41.8,50.5,49.2,63.8,216.9,143.1,33.4,67.0,3.0,2.9,79.5,71.6,93.9,94.7,,2.1,14.0,1156776.858,1896186.78,41.87091163,-87.69988652,"(-87.69988652, 41.87091163)"
609751,King HS,Dr  Martin Luther King  Jr  College Prep HS,4445 S Drexel Blvd,Chicago,IL,60653,http://www.kingcollegeprep.org,South Side High School Network,South Side High School Network,Standard,Level 1,No,0,Below Average,50.0,52.9,,51.5,Average,17.47,18.12,20.9,17.56,18.86,20.9,75.4,85.4,2.3,2.0,91.1,87.5,31.9,40.2,85.1,81.1,85.1,80.1,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,40.7,17.4,3.4,3.6,92.9,92.6,96.3,95.9,No,,,1183114.175,1875544.787,-87.60383761,41.81369471,"(-87.60383761, 41.81369471)",Dr  Martin Luther King  Jr  College Prep HS,4445 S Drexel Blvd,Chicago,IL,60653,(773) 535-1180,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,70.7,71.7,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,68.0,20.0,50.0,69.0,74.0,63.0,68.0,18.3,18.4,17.6,18.9,21.2,88.4,87.5,73.7,83.4,85.5,85.4,77.2,80.3,87.4,83.0,9.3,8.6,53.3,17.4,3.2,3.6,89.0,92.6,94.8,95.9,,1.8,2.0,1183114.175,1875544.787,41.81369471,-87.60383761,"(-87.60383761, 41.81369471)"
609708,Foreman HS,Edwin G Foreman High School,3235 N LeClaire Ave,Chicago,IL,60641,http://www.foremanhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,Yes,5,Average,46.9,64.3,54.3,55.0,Far Below Average,13.0,13.71,15.4,13.19,14.07,15.4,59.7,58.5,6.8,3.1,75.6,68.7,12.5,14.6,40.9,40.8,67.2,63.0,Not Yet Organized,Weak,Weak,Weak,Neutral,Weak,Weak,36.9,35.2,2.7,3.7,84.3,82.1,94.8,95.2,No,,,1141833.359,1921189.138,-87.7541302,41.93981043,"(-87.7541302, 41.93981043)",Edwin G Foreman High School,3235 N LeClaire Ave,Chicago,IL,60641,(773) 534-3400,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,51.0,76.9,WEAK,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,50.0,13.0,27.0,13.0,16.0,15.0,10.0,14.0,14.5,12.7,14.1,15.0,77.9,68.7,52.6,57.5,66.9,58.5,39.3,40.0,56.7,61.9,25.0,22.9,41.7,35.2,2.3,3.7,85.2,82.1,93.7,95.2,,0.4,3.1,1141833.359,1921189.138,41.93981043,-87.7541302,"(-87.7541302, 41.93981043)"
609676,Dunbar HS,Paul Laurence Dunbar Career Academy High School,3000 S King Dr,Chicago,IL,60616,http://www.dunbarhs.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,12,Average,44.1,59.0,58.6,53.4,Far Below Average,12.86,13.78,14.8,12.54,13.76,14.8,61.7,72.0,2.9,2.7,65.7,70.2,6.9,7.8,51.5,67.7,61.5,61.3,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Weak,50.6,46.9,3.7,4.0,76.9,80.1,96.0,95.6,No,,,1179262.097,1885167.032,-87.61767315,41.84018775,"(-87.61767315, 41.84018775)",Paul Laurence Dunbar Career Academy High School,3000 S King Dr,Chicago,IL,60616,(773) 534-9000,http://www.dunbar.cps.k12.il.us,,LEVEL 3,ON PROBATION,13.0,PARTIALLY ORGANIZED,67.8,95.2,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,59.0,8.0,34.0,9.0,9.0,10.0,8.0,13.6,14.0,12.7,13.8,14.6,72.6,70.2,70.8,65.9,71.4,72.0,65.3,64.7,65.1,64.9,90.9,78.5,25.4,46.9,2.9,4.0,82.1,80.1,95.4,95.6,,0.2,2.7,1179262.097,1885167.032,41.84018775,-87.61767315,"(-87.61767315, 41.84018775)"
610392,World Language HS,World Language Academy High School,3120 S Kostner Ave,Chicago,IL,60623,http://wl.lvlhs.org,West Side High School Network,West Side High School Network,Track E,Level 3,Yes,1,Above Average,64.2,59.3,,61.3,Below Average,12.85,14.28,16.4,13.49,14.27,16.4,69.4,62.8,3.8,1.9,76.0,58.5,14.6,15.2,48.1,53.8,70.3,83.9,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Neutral,43.5,61.4,3.5,5.5,91.6,93.4,96.0,95.2,No,,,1147521.302,1883405.128,-87.73419465,41.83601953,"(-87.73419465, 41.83601953)",World Language Academy High School,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4334,http://www.lvlhs.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,96.7,92.6,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,76.0,3.0,50.0,21.0,25.0,16.0,23.0,14.3,14.6,13.5,14.3,16.8,78.6,58.5,66.7,71.2,84.2,62.8,51.3,53.8,48.3,83.9,13.8,16.7,24.4,61.4,1.9,5.5,93.5,93.4,95.2,95.2,,1.6,1.9,1147521.302,1883405.128,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
609740,Wells HS,Wells Community Academy High School,936 N Ashland Ave,Chicago,IL,60622,http://www.wellshighschoolchicago.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Average,54.8,62.0,53.1,56.6,Far Below Average,13.24,13.56,15.1,12.72,13.71,15.1,59.3,54.1,14.6,11.9,61.3,69.0,7.2,6.9,43.8,36.7,55.9,60.0,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Neutral,94.2,72.8,2.1,2.5,74.1,81.3,96.2,96.3,Pending,,,1165512.916,1906490.72,-87.66751989,41.89900506,"(-87.66751989, 41.89900506)",Wells Community Academy High School,936 N Ashland Ave,Chicago,IL,60622,(773) 534-7010,http://www.wellshighschoolchicago.org/,,LEVEL 3,ON PROBATION,1.0,ORGANIZED,92.0,85.2,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,42.0,8.0,10.0,7.0,8.0,13.4,13.6,12.4,13.7,14.8,78.5,69.0,54.1,50.4,54.7,54.1,43.3,35.7,53.4,63.4,89.5,70.3,56.0,72.8,2.0,2.5,80.3,81.3,95.2,96.3,,14.6,11.9,1165512.916,1906490.72,41.89900506,-87.66751989,"(-87.66751989, 41.89900506)"
609702,Crane HS,Richard T Crane Technical Preparatory HS,2245 W Jackson Blvd,Chicago,IL,60612,http://www.crane.groupfusion.net,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,11,Below Average,47.5,50.0,,48.8,Far Below Average,12.09,13.63,13.8,12.59,13.59,13.8,48.0,39.7,30.7,24.0,40.9,58.1,3.7,7.9,32.6,48.1,44.4,41.9,Organized,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,29.4,45.0,4.6,4.4,57.9,68.8,93.9,93.7,No,,,1161290.138,1898611.918,-87.68324922,41.87747384,"(-87.68324922, 41.87747384)",Richard T Crane Technical Preparatory HS,2245 W Jackson Blvd,Chicago,IL,60612,(773) 534-7550,http://www.cps.edu,,LEVEL 3,ON PROBATION,12.0,ORGANIZED,85.1,100.0,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8.0,5.0,2.0,,8.0,3.0,,13.8,12.0,13.6,13.2,,58.1,43.8,35.1,41.7,39.7,39.2,47.5,55.3,45.5,103.5,86.1,50.6,45.0,3.4,4.4,75.2,68.8,93.1,93.7,,3.4,24.0,1161290.138,1898611.918,41.87747384,-87.68324922,"(-87.68324922, 41.87747384)"
610334,Raby HS,Al Raby High School,3545 W Fulton Blvd,Chicago,IL,60624,http://www.alraby.org,West Side High School Network,West Side High School Network,Track E,Level 3,Yes,5,Below Average,43.8,49.3,54.9,49.4,Far Below Average,12.77,14.31,15.4,12.89,14.1,15.4,72.2,70.2,4.6,6.7,74.3,79.9,13.5,17.9,64.2,68.8,72.0,67.9,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,77.1,65.8,3.5,4.0,80.3,82.1,95.1,94.9,No,,,1152512.295,1901720.85,-87.71539705,41.886183,"(-87.71539705, 41.886183)",Al Raby High School,3545 W Fulton Blvd,Chicago,IL,60624,(773) 534-6755,http://www.alraby.cps.k12.il.us,,LEVEL 3,ON PROBATION,6.0,NOT YET ORGANIZED,92.8,100.0,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,5.0,7.0,3.0,8.0,8.0,12.5,13.8,13.5,14.1,14.8,79.6,79.9,60.4,65.2,72.3,70.2,52.5,66.3,55.4,69.7,54.0,62.8,27.5,65.8,3.2,4.0,82.0,82.2,96.0,94.9,,3.0,6.7,1152512.295,1901720.85,41.886183,-87.71539705,"(-87.71539705, 41.886183)"
610244,Clark HS,Michele Clark Academic Prep Magnet High School,5101 W Harrison St,Chicago,IL,60644,http://www.micheleclark.org,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,4,Average,49.1,53.9,61.8,55.3,Below Average,14.03,14.46,16.4,13.67,14.66,16.4,87.4,76.6,3.7,4.0,78.2,78.7,13.0,11.1,60.4,75.8,62.4,64.2,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,69.8,82.7,3.8,4.3,79.1,89.6,95.4,95.8,No,,,1142209.317,1896792.791,-87.75335467,41.87285714,"(-87.75335467, 41.87285714)",Michele Clark Academic Prep Magnet High School,5101 W Harrison St,Chicago,IL,60644,(773) 534-6250,http://www.micheleclark.org/,,LEVEL 3,ON PROBATION,5.0,MODERATELY ORGANIZED,87.6,94.9,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,99.0,,,,,97.0,82.0,88.0,,,,,31.0,95.0,39.0,,,,,,60.0,27.0,31.0,,,,,,29.0,38.0,23.0,76.0,5.0,21.0,17.0,19.0,18.0,15.0,14.7,15.0,13.3,14.7,16.0,88.6,78.7,76.0,77.0,80.3,76.6,60.3,75.0,60.7,67.6,45.4,52.6,95.4,82.7,4.0,4.3,90.2,89.6,94.4,95.8,56.3,3.4,4.0,1142209.317,1896792.791,41.87285714,-87.75335467,"(-87.75335467, 41.87285714)"
